PLAY_ID	GAME_ID	REL_PLAY_ID	QTR	MIN	SEC	OFF	DEF	DRIVE_ID	DOWN	YARDS_TO_FIRST	YARDS_TO_GOAL	DESCRIPTION	OFF_SCORE	DEF_SCORE	SEASON	YEAR	MONTH	DAY	HOME_TEAM	AWAY_TEAM	PLAY_TYPE
1	20020905_SF@NYG	1	1	0	0	SF	NYG	-1	0	0	0	J.Cortez kicks 75 yards from SF 30 to NYG -5. R.Dixon  Touchback.	0	0	2002	2002	9	5	NYG	SF	KICKOFF
2	20020905_SF@NYG	2	1	60	0	NYG	SF	1	1	10	80	(15:00) T.Barber left end to NYG 24 for 4 yards (C.Okeafor  J.Webster).	0	0	2002	2002	9	5	NYG	SF	RUN|RUN_LEFT
3	20020905_SF@NYG	3	1	59	25	NYG	SF	1	2	6	76	(14:25) K.Collins pass incomplete to J.Shockey (D.Smith).	0	0	2002	2002	9	5	NYG	SF	PASS_INCOMPLETE
4	20020905_SF@NYG	4	1	59	20	NYG	SF	1	3	6	76	(14:20) PENALTY on NYG-J.Shockey  False Start  5 yards  enforced at NYG 24 - No Play.	0	0	2002	2002	9	5	NYG	SF	PENALTY|NO_PLAY
5	20020905_SF@NYG	5	1	59	20	NYG	SF	1	3	11	81	(14:20) (Shotgun) K.Collins pass intended for T.Barber INTERCEPTED by T.Parrish (M.Rumph) at NYG 29. T.Parrish to NYG 23 for 6 yards (T.Barber).	0	0	2002	2002	9	5	NYG	SF	INTERCEPTION
6	20020905_SF@NYG	6	1	59	9	SF	NYG	1	1	10	23	(14:09) J.Garcia right end ran ob at NYG 7 for 16 yards (B.Short). Back to pass  rushes.	0	0	2002	2002	9	5	NYG	SF	RUN|RUN_RIGHT|PASS_COMPLETE
7	20020905_SF@NYG	7	1	58	38	SF	NYG	1	1	7	7	(13:38) PENALTY on SF-R.Stone  False Start  5 yards  enforced at NYG 7 - No Play.	0	0	2002	2002	9	5	NYG	SF	PENALTY|NO_PLAY
8	20020905_SF@NYG	8	1	58	35	SF	NYG	1	1	12	12	(13:35) G.Hearst left guard to NYG 8 for 4 yards (C.Griffin).	0	0	2002	2002	9	5	NYG	SF	RUN|RUN_LEFT
9	20020905_SF@NYG	9	1	57	47	SF	NYG	1	2	8	8	(12:47) J.Garcia pass incomplete to T.Owens.	0	0	2002	2002	9	5	NYG	SF	PASS_INCOMPLETE
10	20020905_SF@NYG	10	1	57	40	SF	NYG	1	3	8	8	(12:40) J.Garcia pass to G.Hearst to NYG 7 for 1 yard (J.Sehorn  S.Williams).	0	0	2002	2002	9	5	NYG	SF	PASS_COMPLETE
11	20020905_SF@NYG	11	1	56	59	SF	NYG	1	4	7	7	(11:59) J.Cortez 25 yard field goal is BLOCKED (M.Rosenthal)  Center-B.Jennings  Holder-J.Baker.	0	0	2002	2002	9	5	NYG	SF	FIELD_GOAL_BLOCKED
12	20020905_SF@NYG	12	1	56	51	NYG	SF	2	1	10	80	(11:51) K.Collins pass to A.Toomer pushed ob at NYG 22 for 2 yards (J.Webster).	0	0	2002	2002	9	5	NYG	SF	PASS_COMPLETE
13	20020905_SF@NYG	13	1	56	23	NYG	SF	2	2	8	78	(11:23) K.Collins pass incomplete to A.Toomer. PENALTY on SF-J.Webster  Defensive Pass Interference  5 yards  enforced at NYG 22 - No Play.	0	0	2002	2002	9	5	NYG	SF	PASS_INCOMPLETE|PENALTY|NO_PLAY
14	20020905_SF@NYG	14	1	56	19	NYG	SF	2	1	10	73	(11:19) T.Barber left end ran ob at NYG 43 for 16 yards (J.Winborn).	0	0	2002	2002	9	5	NYG	SF	RUN|RUN_LEFT
15	20020905_SF@NYG	15	1	55	56	NYG	SF	2	1	10	57	(10:56) K.Collins pass to A.Toomer pushed ob at SF 31 for 26 yards (J.Webster). PENALTY on NYG-A.Toomer  Offensive Pass Interference  10 yards  enforced at NYG 43 - No Play.	0	0	2002	2002	9	5	NYG	SF	PASS_COMPLETE|PENALTY|NO_PLAY
16	20020905_SF@NYG	16	1	55	30	NYG	SF	2	1	20	67	(10:30) PENALTY on NYG-A.Toomer  False Start  5 yards  enforced at NYG 33 - No Play.	0	0	2002	2002	9	5	NYG	SF	PENALTY|NO_PLAY
17	20020905_SF@NYG	17	1	55	15	NYG	SF	2	1	25	72	(10:15) R.Dayne right guard to NYG 28 for no gain (J.Peterson  D.Smith).	0	0	2002	2002	9	5	NYG	SF	RUN|RUN_RIGHT
18	20020905_SF@NYG	18	1	54	39	NYG	SF	2	2	25	72	(9:39) K.Collins pass to A.Toomer to 50 for 22 yards (J.Webster).	0	0	2002	2002	9	5	NYG	SF	PASS_COMPLETE
19	20020905_SF@NYG	19	1	53	57	NYG	SF	2	3	3	50	(8:57) K.Collins pass to A.Toomer to SF 36 for 14 yards (Z.Bronson).	0	0	2002	2002	9	5	NYG	SF	PASS_COMPLETE
20	20020905_SF@NYG	20	1	53	16	NYG	SF	2	1	10	36	(8:16) T.Barber right guard to SF 30 for 6 yards (J.Winborn).	0	0	2002	2002	9	5	NYG	SF	RUN|RUN_RIGHT
21	20020905_SF@NYG	21	1	52	34	NYG	SF	2	2	4	30	(7:34) K.Collins FUMBLES (Aborted) at SF 30  RECOVERED by SF-C.Okeafor at SF 30. C.Okeafor to SF 30 for no gain (C.Bober). PENALTY on SF-S.Moran  Defensive Offside  5 yards  enforced at SF 30 - No Play.	0	0	2002	2002	9	5	NYG	SF	FUMBLE|PENALTY|NO_PLAY
22	20020905_SF@NYG	22	1	52	20	NYG	SF	2	1	10	25	(7:20) K.Collins pass to I.Hilliard to SF 13 for 12 yards (Z.Bronson  J.Webster).	0	0	2002	2002	9	5	NYG	SF	PASS_COMPLETE
23	20020905_SF@NYG	23	1	51	49	NYG	SF	2	1	10	13	(6:49) R.Dayne right tackle to SF 11 for 2 yards (J.Winborn  C.Okeafor).	0	0	2002	2002	9	5	NYG	SF	RUN|RUN_RIGHT
24	20020905_SF@NYG	24	1	51	9	NYG	SF	2	2	8	11	(6:09) K.Collins pass incomplete to A.Toomer (M.Rumph).	0	0	2002	2002	9	5	NYG	SF	PASS_INCOMPLETE
25	20020905_SF@NYG	25	1	51	4	NYG	SF	2	3	8	11	(6:04) K.Collins pass incomplete to I.Hilliard.	0	0	2002	2002	9	5	NYG	SF	PASS_INCOMPLETE
26	20020905_SF@NYG	26	1	51	4	NYG	SF	2	4	8	11	(6:04) M.Bryant 29 yard field goal is GOOD  Center-B.Jones  Holder-M.Allen.	0	0	2002	2002	9	5	NYG	SF	FIELD_GOAL_GOOD
27	20020905_SF@NYG	27	1	51	4	NYG	SF	-1	0	0	11	M.Bryant kicks 58 yards from NYG 30 to SF 12. J.Williams to SF 32 for 20 yards (M.Rivers  Q.Monk).	3	0	2002	2002	9	5	NYG	SF	KICKOFF
28	20020905_SF@NYG	28	1	50	45	SF	NYG	2	1	10	68	(5:45) J.Garcia up the middle to SF 35 for 3 yards (K.Hamilton  M.Barrow). Back to pass  rushes.	0	3	2002	2002	9	5	NYG	SF	RUN|RUN_MIDDLE|PASS_COMPLETE
29	20020905_SF@NYG	29	1	50	4	SF	NYG	2	2	7	65	(5:04) J.Garcia pass incomplete to E.Johnson.	0	3	2002	2002	9	5	NYG	SF	PASS_INCOMPLETE
30	20020905_SF@NYG	30	1	49	58	SF	NYG	2	3	7	65	(4:58) J.Garcia pass to E.Johnson to NYG 27 for 38 yards (S.Williams).	0	3	2002	2002	9	5	NYG	SF	PASS_COMPLETE
31	20020905_SF@NYG	31	1	49	16	SF	NYG	2	1	10	27	(4:16) K.Barlow right tackle to NYG 25 for 2 yards (M.Strahan  M.Barrow).	0	3	2002	2002	9	5	NYG	SF	RUN|RUN_RIGHT
32	20020905_SF@NYG	32	1	48	34	SF	NYG	2	2	8	25	(3:34) K.Barlow left end pushed ob at NYG 6 for 19 yards (S.Williams  O.Stoutmire).	0	3	2002	2002	9	5	NYG	SF	RUN|RUN_LEFT
33	20020905_SF@NYG	33	1	48	2	SF	NYG	2	1	6	6	(3:02) J.Garcia pass to T.Owens to NYG 5 for 1 yard (W.Peterson  W.Allen).	0	3	2002	2002	9	5	NYG	SF	PASS_COMPLETE
34	20020905_SF@NYG	34	1	47	19	SF	NYG	2	2	5	5	(2:19) K.Barlow up the middle to NYG 7 for -2 yards (K.Hamilton).	0	3	2002	2002	9	5	NYG	SF	RUN|RUN_MIDDLE
35	20020905_SF@NYG	35	1	46	43	SF	NYG	2	3	7	7	(1:43) J.Garcia up the middle to NYG 5 for 2 yards (K.Holmes  R.Brown).	0	3	2002	2002	9	5	NYG	SF	RUN|RUN_MIDDLE
36	20020905_SF@NYG	36	1	46	3	SF	NYG	2	4	5	5	(1:03) J.Cortez 23 yard field goal is GOOD  Center-B.Jennings  Holder-J.Baker.	0	3	2002	2002	9	5	NYG	SF	FIELD_GOAL_GOOD
37	20020905_SF@NYG	37	1	46	3	SF	NYG	-1	0	0	5	J.Cortez kicks 64 yards from SF 30 to NYG 6. R.Dixon to NYG 41 for 35 yards (M.Rumph).	3	3	2002	2002	9	5	NYG	SF	KICKOFF
38	20020905_SF@NYG	38	1	45	52	NYG	SF	3	1	10	59	(:52) K.Collins pass incomplete to I.Hilliard.	3	3	2002	2002	9	5	NYG	SF	PASS_INCOMPLETE
39	20020905_SF@NYG	39	1	45	47	NYG	SF	3	2	10	59	(:47) T.Barber left end to NYG 45 for 4 yards (J.Winborn).	3	3	2002	2002	9	5	NYG	SF	RUN|RUN_LEFT
40	20020905_SF@NYG	40	2	45	0	NYG	SF	3	3	6	55	(15:00) (Shotgun) K.Collins pass to A.Toomer to SF 38 for 17 yards (Z.Bronson). Penalty on SF-M.Rumph  Defensive Pass Interference  declined.	3	3	2002	2002	9	5	NYG	SF	PASS_COMPLETE|PENALTY
41	20020905_SF@NYG	41	2	44	36	NYG	SF	3	1	10	38	(14:36) K.Collins up the middle to SF 34 for 4 yards (J.Webster). Back to pass  rushes.	3	3	2002	2002	9	5	NYG	SF	RUN|RUN_MIDDLE|PASS_COMPLETE
42	20020905_SF@NYG	42	2	44	2	NYG	SF	3	2	6	34	(14:02) T.Barber right end pushed ob at SF 34 for no gain (T.Parrish  A.Plummer).	3	3	2002	2002	9	5	NYG	SF	RUN|RUN_RIGHT
43	20020905_SF@NYG	43	2	43	24	NYG	SF	3	3	6	34	(13:24) (Shotgun) K.Collins pass to I.Hilliard pushed ob at SF 24 for 10 yards (A.Plummer).	3	3	2002	2002	9	5	NYG	SF	PASS_COMPLETE
44	20020905_SF@NYG	44	2	42	55	NYG	SF	3	1	10	24	(12:55) T.Barber up the middle to SF 24 for no gain (B.Young  D.Stubblefield).	3	3	2002	2002	9	5	NYG	SF	RUN|RUN_MIDDLE
45	20020905_SF@NYG	45	2	42	19	NYG	SF	3	2	10	24	(12:19) T.Barber right end to SF 22 for 2 yards (C.Okeafor). PENALTY on NYG-J.Whittle  Offensive Holding  10 yards  enforced at SF 24 - No Play.	3	3	2002	2002	9	5	NYG	SF	RUN|RUN_RIGHT|PENALTY|NO_PLAY
46	20020905_SF@NYG	46	2	41	53	NYG	SF	3	2	20	34	(11:53) K.Collins pass intended for I.Hilliard INTERCEPTED by J.Peterson (J.Winborn) at SF 26. J.Peterson to SF 28 for 2 yards (C.Bober).	3	3	2002	2002	9	5	NYG	SF	INTERCEPTION
47	20020905_SF@NYG	47	2	41	44	SF	NYG	3	1	10	72	(11:44) J.Garcia pass intended for T.Owens INTERCEPTED by W.Allen at NYG 28. W.Allen ran ob at NYG 28 for no gain.	3	3	2002	2002	9	5	NYG	SF	INTERCEPTION
48	20020905_SF@NYG	48	2	41	36	NYG	SF	4	1	10	72	(11:36) R.Dayne right guard to NYG 30 for 2 yards (C.Okeafor).	3	3	2002	2002	9	5	NYG	SF	RUN|RUN_RIGHT
49	20020905_SF@NYG	49	2	41	1	NYG	SF	4	2	8	70	(11:01) K.Collins pass to A.Toomer to NYG 43 for 13 yards (J.Webster).	3	3	2002	2002	9	5	NYG	SF	PASS_COMPLETE
50	20020905_SF@NYG	50	2	40	20	NYG	SF	4	1	10	57	(10:20) K.Collins pass to A.Toomer pushed ob at SF 30 for 27 yards (J.Webster).	3	3	2002	2002	9	5	NYG	SF	PASS_COMPLETE
51	20020905_SF@NYG	51	2	39	47	NYG	SF	4	1	10	30	(9:47) T.Barber up the middle to SF 30 for no gain (T.Parrish  B.Young).	3	3	2002	2002	9	5	NYG	SF	RUN|RUN_MIDDLE
52	20020905_SF@NYG	52	2	39	9	NYG	SF	4	2	10	30	(9:09) K.Collins pass to J.Shockey to SF 21 for 9 yards (J.Webster  J.Winborn).	3	3	2002	2002	9	5	NYG	SF	PASS_COMPLETE
53	20020905_SF@NYG	53	2	38	27	NYG	SF	4	3	1	21	(8:27) T.Barber right guard to SF 21 for no gain (J.Winborn  B.Young).	3	3	2002	2002	9	5	NYG	SF	RUN|RUN_RIGHT
54	20020905_SF@NYG	54	2	38	6	NYG	SF	4	4	1	21	(8:06) T.Barber left tackle to SF 24 for -3 yards (J.Winborn).	3	3	2002	2002	9	5	NYG	SF	RUN|RUN_LEFT
55	20020905_SF@NYG	55	2	38	2	SF	NYG	4	1	10	76	(8:02) G.Hearst right end to SF 26 for 2 yards (M.Barrow  B.Short).	3	3	2002	2002	9	5	NYG	SF	RUN|RUN_RIGHT
56	20020905_SF@NYG	56	2	37	22	SF	NYG	4	2	8	74	(7:22) J.Garcia pass to E.Johnson to SF 27 for 1 yard (D.Jones  O.Stoutmire).	3	3	2002	2002	9	5	NYG	SF	PASS_COMPLETE
57	20020905_SF@NYG	57	2	36	43	SF	NYG	4	3	7	73	(6:43) J.Garcia left end ran ob at SF 40 for 13 yards (J.Sehorn). Back to pass  rushes. PENALTY on SF-S.Gragg  Offensive Holding  10 yards  enforced at SF 27 - No Play.	3	3	2002	2002	9	5	NYG	SF	RUN|RUN_LEFT|PASS_COMPLETE|PENALTY|NO_PLAY
58	20020905_SF@NYG	58	2	36	13	SF	NYG	4	3	17	83	(6:13) J.Garcia pass to J.Stokes to SF 32 for 15 yards (S.Williams).	3	3	2002	2002	9	5	NYG	SF	PASS_COMPLETE
59	20020905_SF@NYG	59	2	35	32	SF	NYG	4	4	2	68	(5:32) J.Baker punts 47 yards to NYG 21  Center-B.Jennings. T.Barber to NYG 33 for 12 yards (J.Winborn). PENALTY on NYG-D.Patmon  Illegal Block Above the Waist  10 yards  enforced at NYG 26.	3	3	2002	2002	9	5	NYG	SF	PUNT|PENALTY
60	20020905_SF@NYG	60	2	35	19	NYG	SF	5	1	10	84	(5:19) T.Barber right tackle to NYG 14 for -2 yards (J.Engelberger).	3	3	2002	2002	9	5	NYG	SF	RUN|RUN_RIGHT
61	20020905_SF@NYG	61	2	34	39	NYG	SF	5	2	12	86	(4:39) K.Collins pass incomplete to T.Barber.	3	3	2002	2002	9	5	NYG	SF	PASS_INCOMPLETE
62	20020905_SF@NYG	62	2	34	34	NYG	SF	5	3	12	86	(4:34) K.Collins pass to R.Dayne pushed ob at NYG 18 for 4 yards (J.Winborn).	3	3	2002	2002	9	5	NYG	SF	PASS_COMPLETE
63	20020905_SF@NYG	63	2	34	27	NYG	SF	5	4	8	82	(4:27) M.Allen punts 44 yards to SF 38  Center-B.Jones  out of bounds.	3	3	2002	2002	9	5	NYG	SF	PUNT
64	20020905_SF@NYG	64	2	34	15	SF	NYG	5	1	10	62	(4:15) K.Barlow left guard to SF 47 for 9 yards (W.Allen  M.Barrow).	3	3	2002	2002	9	5	NYG	SF	RUN|RUN_LEFT
65	20020905_SF@NYG	65	2	33	38	SF	NYG	5	2	1	53	(3:38) K.Barlow left tackle to NYG 49 for 4 yards (F.Ferrara  M.Barrow).	3	3	2002	2002	9	5	NYG	SF	RUN|RUN_LEFT
66	20020905_SF@NYG	66	2	33	0	SF	NYG	5	1	10	49	(3:00) J.Garcia pass incomplete to K.Barlow.	3	3	2002	2002	9	5	NYG	SF	PASS_INCOMPLETE
67	20020905_SF@NYG	67	2	32	55	SF	NYG	5	2	10	49	(2:55) K.Barlow left end to NYG 48 for 1 yard (F.Ferrara  M.Barrow).	3	3	2002	2002	9	5	NYG	SF	RUN|RUN_LEFT
68	20020905_SF@NYG	68	2	32	17	SF	NYG	5	3	9	48	(2:17) J.Garcia pass to J.Stokes to NYG 38 for 10 yards (W.Peterson).	3	3	2002	2002	9	5	NYG	SF	PASS_COMPLETE
69	20020905_SF@NYG	69	2	32	0	SF	NYG	5	1	10	38	(2:00) J.Garcia pass incomplete to T.Owens (O.Stoutmire).	3	3	2002	2002	9	5	NYG	SF	PASS_INCOMPLETE
70	20020905_SF@NYG	70	2	31	54	SF	NYG	5	2	10	38	(1:54) G.Hearst up the middle to NYG 30 for 8 yards (S.Williams  C.Griffin).	3	3	2002	2002	9	5	NYG	SF	RUN|RUN_MIDDLE
71	20020905_SF@NYG	71	2	31	15	SF	NYG	5	3	2	30	(1:15) J.Garcia pass incomplete to G.Hearst.	3	3	2002	2002	9	5	NYG	SF	PASS_INCOMPLETE
72	20020905_SF@NYG	72	2	31	9	SF	NYG	5	4	2	30	(1:09) J.Cortez 48 yard field goal is No Good  Wide Left  Center-B.Jennings  Holder-J.Baker.	3	3	2002	2002	9	5	NYG	SF	FIELD_GOAL_MISSED
73	20020905_SF@NYG	73	2	31	3	NYG	SF	6	1	10	62	(1:03) (Shotgun) K.Collins pass to R.Dixon to NYG 45 for 7 yards (A.Plummer).	3	3	2002	2002	9	5	NYG	SF	PASS_COMPLETE
74	20020905_SF@NYG	74	2	30	43	NYG	SF	6	2	3	55	(:43) (Shotgun) K.Collins pass incomplete to T.Barber.	3	3	2002	2002	9	5	NYG	SF	PASS_INCOMPLETE
75	20020905_SF@NYG	75	2	30	38	NYG	SF	6	3	3	55	(:38) (Shotgun) K.Collins pass to I.Hilliard pushed ob at SF 33 for 22 yards (J.Winborn).	3	3	2002	2002	9	5	NYG	SF	PASS_COMPLETE
76	20020905_SF@NYG	76	2	30	29	NYG	SF	6	1	10	33	(:29) (Shotgun) K.Collins pass incomplete to I.Hilliard.	3	3	2002	2002	9	5	NYG	SF	PASS_INCOMPLETE
77	20020905_SF@NYG	77	2	30	24	NYG	SF	6	2	10	33	(:24) K.Collins pass to R.Dixon to SF 15 for 18 yards (R.Heard  Z.Bronson).	3	3	2002	2002	9	5	NYG	SF	PASS_COMPLETE
78	20020905_SF@NYG	78	2	30	17	NYG	SF	6	1	10	15	(:17) K.Collins pass incomplete to J.Shockey.	3	3	2002	2002	9	5	NYG	SF	PASS_INCOMPLETE
79	20020905_SF@NYG	79	2	30	13	NYG	SF	6	2	10	15	(:13) K.Collins pass incomplete to A.Toomer.	3	3	2002	2002	9	5	NYG	SF	PASS_INCOMPLETE
80	20020905_SF@NYG	80	2	30	5	NYG	SF	6	3	10	15	(:05) M.Bryant 33 yard field goal is GOOD  Center-B.Jones  Holder-M.Allen.	3	3	2002	2002	9	5	NYG	SF	FIELD_GOAL_GOOD
81	20020905_SF@NYG	81	3	30	0	NYG	SF	-1	0	0	15	M.Bryant kicks 66 yards from NYG 30 to SF 4. P.Smith to SF 32 for 28 yards (C.Stackhouse).	6	3	2002	2002	9	5	NYG	SF	KICKOFF
82	20020905_SF@NYG	82	3	29	54	SF	NYG	6	1	10	68	(14:54) G.Hearst right guard to SF 37 for 5 yards (M.Strahan  C.Griffin).	3	6	2002	2002	9	5	NYG	SF	RUN|RUN_RIGHT
83	20020905_SF@NYG	83	3	29	13	SF	NYG	6	2	5	63	(14:13) J.Garcia pass to F.Beasley to SF 37 for no gain (B.Short).	3	6	2002	2002	9	5	NYG	SF	PASS_COMPLETE
84	20020905_SF@NYG	84	3	28	31	SF	NYG	6	3	5	63	(13:31) J.Garcia pass incomplete to T.Owens (K.Hamilton).	3	6	2002	2002	9	5	NYG	SF	PASS_INCOMPLETE
85	20020905_SF@NYG	85	3	28	21	SF	NYG	6	4	5	63	(13:21) J.Baker punts 45 yards to NYG 18  Center-B.Jennings  downed by SF-T.Jackson.	3	6	2002	2002	9	5	NYG	SF	PUNT
86	20020905_SF@NYG	86	3	28	13	NYG	SF	7	1	10	82	(13:13) R.Dayne left tackle to NYG 21 for 3 yards (D.Stubblefield  J.Winborn).	6	3	2002	2002	9	5	NYG	SF	RUN|RUN_LEFT
87	20020905_SF@NYG	87	3	27	36	NYG	SF	7	2	7	79	(12:36) K.Collins pass incomplete to C.Stackhouse.	6	3	2002	2002	9	5	NYG	SF	PASS_INCOMPLETE
88	20020905_SF@NYG	88	3	27	30	NYG	SF	7	3	7	79	(12:30) (Shotgun) K.Collins pass to S.Bennett to NYG 30 for 9 yards (A.Plummer).	6	3	2002	2002	9	5	NYG	SF	PASS_COMPLETE
89	20020905_SF@NYG	89	3	26	50	NYG	SF	7	1	10	70	(11:50) R.Dayne up the middle to NYG 31 for 1 yard (J.Winborn).	6	3	2002	2002	9	5	NYG	SF	RUN|RUN_MIDDLE
90	20020905_SF@NYG	90	3	25	59	NYG	SF	7	2	9	69	(10:59) K.Collins pass to T.Barber to NYG 34 for 3 yards (J.Webster  J.Winborn).	6	3	2002	2002	9	5	NYG	SF	PASS_COMPLETE
91	20020905_SF@NYG	91	3	25	15	NYG	SF	7	3	6	66	(10:15) (Shotgun) K.Collins pass incomplete to J.Shockey.	6	3	2002	2002	9	5	NYG	SF	PASS_INCOMPLETE
92	20020905_SF@NYG	92	3	25	9	NYG	SF	7	4	6	66	(10:09) M.Allen punts 24 yards to SF 42  Center-B.Jones  out of bounds.	6	3	2002	2002	9	5	NYG	SF	PUNT
93	20020905_SF@NYG	93	3	25	0	SF	NYG	7	1	10	58	(10:00) J.Garcia pass to T.Owens to SF 44 for 2 yards (W.Allen  S.Williams).	3	6	2002	2002	9	5	NYG	SF	PASS_COMPLETE
94	20020905_SF@NYG	94	3	24	32	SF	NYG	7	2	8	56	(9:32) J.Garcia pass to K.Barlow to SF 45 for 1 yard (J.Sehorn).	3	6	2002	2002	9	5	NYG	SF	PASS_COMPLETE
95	20020905_SF@NYG	95	3	23	51	SF	NYG	7	3	7	55	(8:51) J.Garcia pass incomplete to T.Owens.	3	6	2002	2002	9	5	NYG	SF	PASS_INCOMPLETE
96	20020905_SF@NYG	96	3	23	46	SF	NYG	7	4	7	55	(8:46) J.Baker punts 41 yards to NYG 14  Center-B.Jennings  fair catch by T.Barber.	3	6	2002	2002	9	5	NYG	SF	PUNT
97	20020905_SF@NYG	97	3	23	37	NYG	SF	8	1	10	86	(8:37) K.Collins sacked at NYG 4 for -10 yards (D.Stubblefield).	6	3	2002	2002	9	5	NYG	SF	SACK
98	20020905_SF@NYG	98	3	23	4	NYG	SF	8	2	20	96	(8:04) K.Collins pass to D.Campbell to NYG 13 for 9 yards (Z.Bronson  T.Parrish).	6	3	2002	2002	9	5	NYG	SF	PASS_COMPLETE
99	20020905_SF@NYG	99	3	22	22	NYG	SF	8	3	11	87	(7:22) PENALTY on NYG-T.Barber  False Start  5 yards  enforced at NYG 13 - No Play.	6	3	2002	2002	9	5	NYG	SF	PENALTY|NO_PLAY
100	20020905_SF@NYG	100	3	22	2	NYG	SF	8	3	16	92	(7:02) K.Collins pass to T.Barber to NYG 16 for 8 yards (J.Winborn).	6	3	2002	2002	9	5	NYG	SF	PASS_COMPLETE
101	20020905_SF@NYG	101	3	21	41	NYG	SF	8	4	8	84	(6:41) M.Allen punts 36 yards to SF 48  Center-B.Jones  out of bounds.	6	3	2002	2002	9	5	NYG	SF	PUNT
102	20020905_SF@NYG	102	3	21	17	SF	NYG	8	1	10	52	(6:17) G.Hearst up the middle to NYG 45 for 7 yards (M.Strahan  K.Hamilton).	3	6	2002	2002	9	5	NYG	SF	RUN|RUN_MIDDLE
103	20020905_SF@NYG	103	3	20	37	SF	NYG	8	2	3	45	(5:37) G.Hearst left end to NYG 41 for 4 yards (W.Peterson).	3	6	2002	2002	9	5	NYG	SF	RUN|RUN_LEFT
104	20020905_SF@NYG	104	3	19	57	SF	NYG	8	1	10	41	(4:57) G.Hearst left end to NYG 39 for 2 yards (W.Peterson).	3	6	2002	2002	9	5	NYG	SF	RUN|RUN_LEFT
105	20020905_SF@NYG	105	3	19	18	SF	NYG	8	2	8	39	(4:18) J.Garcia pass to E.Johnson to NYG 34 for 5 yards (M.Strahan  B.Short).	3	6	2002	2002	9	5	NYG	SF	PASS_COMPLETE
106	20020905_SF@NYG	106	3	18	37	SF	NYG	8	3	3	34	(3:37) J.Garcia pass to K.Barlow to NYG 5 for 29 yards (W.Peterson  M.Mitrione).	3	6	2002	2002	9	5	NYG	SF	PASS_COMPLETE
107	20020905_SF@NYG	107	3	17	46	SF	NYG	8	1	5	5	(2:46) G.Hearst left tackle to NYG 5 for no gain (W.Allen  K.Holmes).	3	6	2002	2002	9	5	NYG	SF	RUN|RUN_LEFT
108	20020905_SF@NYG	108	3	17	4	SF	NYG	8	2	5	5	(2:04) J.Garcia pass incomplete to E.Johnson.	3	6	2002	2002	9	5	NYG	SF	PASS_INCOMPLETE
109	20020905_SF@NYG	109	3	16	59	SF	NYG	8	3	5	5	(1:59) PENALTY on SF-E.Johnson  False Start  4 yards  enforced at NYG 5 - No Play.	3	6	2002	2002	9	5	NYG	SF	PENALTY|NO_PLAY
110	20020905_SF@NYG	110	3	16	59	SF	NYG	8	3	9	9	(1:59) J.Garcia pass to G.Hearst for 9 yards  TOUCHDOWN.	3	6	2002	2002	9	5	NYG	SF	PASS_COMPLETE|TOUCHDOWN
111	20020905_SF@NYG	111	3	16	59	SF	NYG	-1	0	0	9	J.Cortez extra point is GOOD  Center-B.Jennings  Holder-J.Baker.	3	6	2002	2002	9	5	NYG	SF	
112	20020905_SF@NYG	112	3	16	59	SF	NYG	-1	0	0	9	J.Cortez kicks 65 yards from SF 30 to NYG 5. R.Dixon to NYG 31 for 26 yards (Q.Stewart).	10	6	2002	2002	9	5	NYG	SF	KICKOFF
113	20020905_SF@NYG	113	3	16	42	NYG	SF	9	1	10	69	(1:42) T.Barber right end to NYG 33 for 2 yards (T.Parrish).	6	10	2002	2002	9	5	NYG	SF	RUN|RUN_RIGHT
114	20020905_SF@NYG	114	3	16	6	NYG	SF	9	2	8	67	(1:06) K.Collins pass to I.Hilliard to NYG 49 for 16 yards (J.Peterson).	6	10	2002	2002	9	5	NYG	SF	PASS_COMPLETE
115	20020905_SF@NYG	115	3	15	29	NYG	SF	9	1	10	51	(:29) K.Collins pass to A.Toomer to SF 7 for 44 yards (Z.Bronson). PENALTY on NYG-L.Petitgout  Offensive Holding  10 yards  enforced at NYG 49 - No Play.	6	10	2002	2002	9	5	NYG	SF	PASS_COMPLETE|PENALTY|NO_PLAY
116	20020905_SF@NYG	116	3	15	7	NYG	SF	9	1	20	61	(:07) K.Collins pass incomplete to T.Barber.	6	10	2002	2002	9	5	NYG	SF	PASS_INCOMPLETE
117	20020905_SF@NYG	117	3	15	2	NYG	SF	9	2	20	61	(:02) K.Collins pass to J.Shockey to SF 46 for 15 yards (D.Smith  J.Winborn).	6	10	2002	2002	9	5	NYG	SF	PASS_COMPLETE
118	20020905_SF@NYG	118	4	15	0	NYG	SF	9	3	5	46	(15:00) K.Collins pass to R.Dixon to SF 36 for 10 yards (J.Webster).	6	10	2002	2002	9	5	NYG	SF	PASS_COMPLETE
119	20020905_SF@NYG	119	4	14	25	NYG	SF	9	1	10	36	(14:25) T.Barber left end to SF 40 for -4 yards (J.Winborn).	6	10	2002	2002	9	5	NYG	SF	RUN|RUN_LEFT
120	20020905_SF@NYG	120	4	13	47	NYG	SF	9	2	14	40	(13:47) K.Collins sacked at SF 46 for -6 yards (C.Okeafor).	6	10	2002	2002	9	5	NYG	SF	SACK
