PLAY_ID	GAME_ID	REL_PLAY_ID	QTR	MIN	SEC	OFF	DEF	DRIVE_ID	DOWN	YARDS_TO_FIRST	YARDS_TO_GOAL	DESCRIPTION	OFF_SCORE	DEF_SCORE	SEASON	YEAR	MONTH	DAY	HOME_TEAM	AWAY_TEAM	PLAY_TYPE
1635	20020908_MIN@CHI	22	1	50	25	CHI	MIN	2	1	10	47	(5:25) L.Johnson right end to MIN 45 for 2 yards (W.Offord  T.Carter).	0	3	2002	2002	9	8	CHI	MIN	RUN|RUN_RIGHT
1636	20020908_MIN@CHI	23	1	49	47	CHI	MIN	2	2	8	45	(4:47) J.Miller pass incomplete to D.White (F.Robbins).	0	3	2002	2002	9	8	CHI	MIN	PASS_INCOMPLETE
1637	20020908_MIN@CHI	24	1	49	43	CHI	MIN	2	3	8	45	(4:43) (Shotgun) J.Miller pass incomplete to M.Booker.	0	3	2002	2002	9	8	CHI	MIN	PASS_INCOMPLETE
1638	20020908_MIN@CHI	25	1	49	39	CHI	MIN	2	4	8	45	(4:39) B.Maynard punts 43 yards to MIN 2  Center-P.Mannelly  downed by CHI-L.Whigham.	0	3	2002	2002	9	8	CHI	MIN	PUNT
1639	20020908_MIN@CHI	26	1	49	30	MIN	CHI	3	1	10	97	(4:30) M.Bennett right guard to MIN 3 for no gain (T.Washington).	3	0	2002	2002	9	8	CHI	MIN	RUN|RUN_RIGHT
1640	20020908_MIN@CHI	27	1	48	53	MIN	CHI	3	2	10	97	(3:53) D.Chapman left guard to MIN 4 for 1 yard (B.Urlacher).	3	0	2002	2002	9	8	CHI	MIN	RUN|RUN_LEFT
1641	20020908_MIN@CHI	28	1	48	11	MIN	CHI	3	3	9	96	(3:11) D.Culpepper pass to R.Moss pushed ob at MIN 30 for 26 yards (M.Green). PENALTY on MIN-D.Alexander  Illegal Motion  2 yards  enforced at MIN 4 - No Play.	3	0	2002	2002	9	8	CHI	MIN	PASS_COMPLETE|PENALTY|NO_PLAY
1642	20020908_MIN@CHI	29	1	47	55	MIN	CHI	3	3	11	98	(2:55) (Shotgun) D.Culpepper pass incomplete to R.Moss.	3	0	2002	2002	9	8	CHI	MIN	PASS_INCOMPLETE
1643	20020908_MIN@CHI	30	1	47	51	MIN	CHI	3	4	11	98	(2:51) K.Richardson punts 50 yards to CHI 48  Center-B.Liddiard. L.Johnson to MIN 29 for 23 yards (N.Rogers).	3	0	2002	2002	9	8	CHI	MIN	PUNT
1644	20020908_MIN@CHI	31	1	47	34	CHI	MIN	3	1	10	29	(2:34) A.Thomas left guard to MIN 33 for -4 yards (K.Mixon).	0	3	2002	2002	9	8	CHI	MIN	RUN|RUN_LEFT
1645	20020908_MIN@CHI	32	1	46	54	CHI	MIN	3	2	14	33	(1:54) A.Thomas left guard to MIN 29 for 4 yards (G.Biekert  K.Mixon).	0	3	2002	2002	9	8	CHI	MIN	RUN|RUN_LEFT
1646	20020908_MIN@CHI	33	1	46	10	CHI	MIN	3	3	10	29	(1:10) J.Miller pass to M.Booker for 29 yards  TOUCHDOWN.	0	3	2002	2002	9	8	CHI	MIN	PASS_COMPLETE|TOUCHDOWN
1647	20020908_MIN@CHI	34	1	46	10	CHI	MIN	-1	0	0	29	P.Edinger extra point is GOOD  Center-P.Mannelly  Holder-B.Maynard.	0	3	2002	2002	9	8	CHI	MIN	
1648	20020908_MIN@CHI	35	1	46	10	CHI	MIN	-1	0	0	29	P.Edinger kicks 67 yards from CHI 30 to MIN 3. D.Chapman to MIN 19 for 16 yards (L.Whigham).	7	3	2002	2002	9	8	CHI	MIN	KICKOFF
1649	20020908_MIN@CHI	36	1	45	58	MIN	CHI	4	1	10	81	(:58) D.Culpepper pass to J.Kleinsasser to MIN 33 for 14 yards (B.Urlacher).	3	7	2002	2002	9	8	CHI	MIN	PASS_COMPLETE
1650	20020908_MIN@CHI	37	1	45	13	MIN	CHI	4	1	10	67	(:13) M.Bennett right end to MIN 43 for 10 yards (M.Green).	3	7	2002	2002	9	8	CHI	MIN	RUN|RUN_RIGHT
1651	20020908_MIN@CHI	38	2	45	0	MIN	CHI	4	1	10	57	(15:00) PENALTY on MIN-E.Lindsay  False Start  5 yards  enforced at MIN 43 - No Play.	3	7	2002	2002	9	8	CHI	MIN	PENALTY|NO_PLAY
1652	20020908_MIN@CHI	39	2	45	0	MIN	CHI	4	1	15	62	(15:00) D.Culpepper pass to B.Chamberlain pushed ob at CHI 1 for 61 yards (M.Brown).	3	7	2002	2002	9	8	CHI	MIN	PASS_COMPLETE
1653	20020908_MIN@CHI	40	2	44	34	MIN	CHI	4	1	1	1	(14:34) M.Bennett left end to CHI 5 for -4 yards (R.Colvin  R.McQuarters).	3	7	2002	2002	9	8	CHI	MIN	RUN|RUN_LEFT
1654	20020908_MIN@CHI	41	2	43	53	MIN	CHI	4	2	5	5	(13:53) (Shotgun) D.Culpepper pass incomplete to D.Bates.	3	7	2002	2002	9	8	CHI	MIN	PASS_INCOMPLETE
1655	20020908_MIN@CHI	42	2	43	41	MIN	CHI	4	3	5	5	(13:41) (Shotgun) D.Culpepper pass incomplete to R.Moss (B.Robinson). PENALTY on CHI  Defensive Offside  3 yards  enforced at CHI 5 - No Play.	3	7	2002	2002	9	8	CHI	MIN	PASS_INCOMPLETE|PENALTY|NO_PLAY
1656	20020908_MIN@CHI	43	2	43	37	MIN	CHI	4	3	2	2	(13:37) (Shotgun) D.Culpepper right guard for 2 yards  TOUCHDOWN.	3	7	2002	2002	9	8	CHI	MIN	RUN|RUN_RIGHT|TOUCHDOWN
1657	20020908_MIN@CHI	44	2	43	37	MIN	CHI	-1	0	0	2	D.Brien extra point is GOOD  Center-B.Liddiard  Holder-K.Richardson.	3	7	2002	2002	9	8	CHI	MIN	
1658	20020908_MIN@CHI	45	2	43	37	MIN	CHI	-1	0	0	2	D.Brien kicks 70 yards from MIN 30 to end zone  Touchback.	10	7	2002	2002	9	8	CHI	MIN	KICKOFF
1659	20020908_MIN@CHI	46	2	43	32	CHI	MIN	4	1	10	80	(13:32) (Shotgun) J.Miller pass incomplete to M.Robinson.	7	10	2002	2002	9	8	CHI	MIN	PASS_INCOMPLETE
1660	20020908_MIN@CHI	47	2	43	28	CHI	MIN	4	2	10	80	(13:28) J.Miller pass incomplete to A.Thomas (H.Crockett).	7	10	2002	2002	9	8	CHI	MIN	PASS_INCOMPLETE
1661	20020908_MIN@CHI	48	2	43	22	CHI	MIN	4	3	10	80	(13:22) (Shotgun) J.Miller pass incomplete to M.Booker. PENALTY on MIN-C.Chavous  Illegal Contact  5 yards  enforced at CHI 20 - No Play.	7	10	2002	2002	9	8	CHI	MIN	PASS_INCOMPLETE|PENALTY|NO_PLAY
1662	20020908_MIN@CHI	49	2	43	17	CHI	MIN	4	1	10	75	(13:17) A.Thomas right tackle to CHI 25 for no gain (G.Biekert).	7	10	2002	2002	9	8	CHI	MIN	RUN|RUN_RIGHT
1663	20020908_MIN@CHI	50	2	42	33	CHI	MIN	4	2	10	75	(12:33) J.Miller pass to A.Thomas to CHI 25 for no gain (H.Crockett).	7	10	2002	2002	9	8	CHI	MIN	PASS_COMPLETE
1664	20020908_MIN@CHI	51	2	41	47	CHI	MIN	4	3	10	75	(11:47) (Shotgun) J.Miller pass to M.Booker to MIN 49 for 26 yards (W.Offord). PENALTY on MIN-W.Offord  Unnecessary Roughness  15 yards  enforced at MIN 49.	7	10	2002	2002	9	8	CHI	MIN	PASS_COMPLETE|PENALTY
1665	20020908_MIN@CHI	52	2	41	47	CHI	MIN	4	1	10	34	(11:47) J.Miller pass to D.White pushed ob at MIN 32 for 2 yards (C.Chavous).	7	10	2002	2002	9	8	CHI	MIN	PASS_COMPLETE
1666	20020908_MIN@CHI	53	2	40	50	CHI	MIN	4	2	8	32	(10:50) A.Thomas right end to MIN 33 for -1 yards (C.Wiley).	7	10	2002	2002	9	8	CHI	MIN	RUN|RUN_RIGHT
1667	20020908_MIN@CHI	54	2	40	5	CHI	MIN	4	3	9	33	(10:05) J.Miller pass to L.Johnson to MIN 31 for 2 yards (T.Carter).	7	10	2002	2002	9	8	CHI	MIN	PASS_COMPLETE
1668	20020908_MIN@CHI	55	2	39	24	CHI	MIN	4	4	7	31	(9:24) P.Edinger 49 yard field goal is GOOD  Center-P.Mannelly  Holder-B.Maynard.	7	10	2002	2002	9	8	CHI	MIN	FIELD_GOAL_GOOD
1669	20020908_MIN@CHI	56	2	39	24	CHI	MIN	-1	0	0	31	P.Edinger kicks 73 yards from CHI 30 to MIN -3. N.Davis to MIN 25 for 28 yards (M.Green).	10	10	2002	2002	9	8	CHI	MIN	KICKOFF
1670	20020908_MIN@CHI	57	2	39	11	MIN	CHI	5	1	10	75	(9:11) D.Culpepper pass to J.Kleinsasser to MIN 29 for 4 yards (R.McQuarters).	10	10	2002	2002	9	8	CHI	MIN	PASS_COMPLETE
1671	20020908_MIN@CHI	58	2	38	37	MIN	CHI	5	2	6	71	(8:37) M.Bennett left tackle to MIN 34 for 5 yards (W.Holdman).	10	10	2002	2002	9	8	CHI	MIN	RUN|RUN_LEFT
1672	20020908_MIN@CHI	59	2	37	52	MIN	CHI	5	3	1	66	(7:52) M.Williams right end to MIN 45 for 11 yards (B.Gray).	10	10	2002	2002	9	8	CHI	MIN	RUN|RUN_RIGHT
1673	20020908_MIN@CHI	60	2	37	16	MIN	CHI	5	1	10	55	(7:16) D.Culpepper pass to J.Kleinsasser to CHI 45 for 10 yards (B.Urlacher). Measurement.	10	10	2002	2002	9	8	CHI	MIN	PASS_COMPLETE
1674	20020908_MIN@CHI	61	2	36	46	MIN	CHI	5	1	10	45	(6:46) D.Culpepper pass incomplete to D.Bates (R.Austin).	10	10	2002	2002	9	8	CHI	MIN	PASS_INCOMPLETE
1675	20020908_MIN@CHI	62	2	36	40	MIN	CHI	5	2	10	45	(6:40) D.Culpepper pass to J.Kleinsasser to CHI 25 for 20 yards (M.Brown).	10	10	2002	2002	9	8	CHI	MIN	PASS_COMPLETE
1676	20020908_MIN@CHI	63	2	35	55	MIN	CHI	5	1	10	25	(5:55) M.Williams right guard to CHI 13 for 12 yards (B.Gray).	10	10	2002	2002	9	8	CHI	MIN	RUN|RUN_RIGHT
1677	20020908_MIN@CHI	64	2	35	12	MIN	CHI	5	1	10	13	(5:12) D.Culpepper pass incomplete to D.Bates. PENALTY on MIN-C.Withrow  Offensive Holding  10 yards  enforced at CHI 13 - No Play.	10	10	2002	2002	9	8	CHI	MIN	PASS_INCOMPLETE|PENALTY|NO_PLAY
1678	20020908_MIN@CHI	65	2	35	7	MIN	CHI	5	1	20	23	(5:07) M.Williams right end to CHI 14 for 9 yards (J.Azumah  B.Gray).	10	10	2002	2002	9	8	CHI	MIN	RUN|RUN_RIGHT
1679	20020908_MIN@CHI	66	2	35	7	MIN	CHI	5	2	11	14	(5:07) PENALTY on CHI-B.Robinson  Defensive Delay of Game  5 yards  enforced at CHI 14 - No Play.	10	10	2002	2002	9	8	CHI	MIN	PENALTY|NO_PLAY
1680	20020908_MIN@CHI	67	2	34	21	MIN	CHI	5	2	6	9	(4:21) D.Culpepper pass to R.Moss to CHI 6 for 3 yards (R.Colvin).	10	10	2002	2002	9	8	CHI	MIN	PASS_COMPLETE
1681	20020908_MIN@CHI	68	2	33	38	MIN	CHI	5	3	3	6	(3:38) (Shotgun) D.Culpepper pass incomplete to D.Bates.	10	10	2002	2002	9	8	CHI	MIN	PASS_INCOMPLETE
1682	20020908_MIN@CHI	69	2	33	34	MIN	CHI	5	4	3	6	(3:34) D.Brien 22 yard field goal is GOOD  Center-B.Liddiard  Holder-K.Richardson.	10	10	2002	2002	9	8	CHI	MIN	FIELD_GOAL_GOOD
1683	20020908_MIN@CHI	70	2	33	34	MIN	CHI	-1	0	0	6	D.Brien kicks 59 yards from MIN 30 to CHI 11. R.Abdullah to CHI 30 for 19 yards (H.Morrow).	13	10	2002	2002	9	8	CHI	MIN	KICKOFF
1684	20020908_MIN@CHI	71	2	33	24	CHI	MIN	5	1	10	70	(3:24) L.Johnson left tackle to CHI 39 for 9 yards (L.Johnstone).	10	13	2002	2002	9	8	CHI	MIN	RUN|RUN_LEFT
1685	20020908_MIN@CHI	72	2	32	50	CHI	MIN	5	2	1	61	(2:50) A.Thomas right tackle to CHI 38 for -1 yards (K.Mixon).	10	13	2002	2002	9	8	CHI	MIN	RUN|RUN_RIGHT
1686	20020908_MIN@CHI	73	2	32	9	CHI	MIN	5	3	2	62	(2:09) J.Miller pass incomplete to M.Booker.	10	13	2002	2002	9	8	CHI	MIN	PASS_INCOMPLETE
1687	20020908_MIN@CHI	74	2	32	3	CHI	MIN	5	4	2	62	(2:03) B.Maynard punts 40 yards to MIN 22  Center-P.Mannelly. N.Davis to MIN 24 for 2 yards (T.McMillon).	10	13	2002	2002	9	8	CHI	MIN	PUNT
1688	20020908_MIN@CHI	75	2	31	54	MIN	CHI	6	1	10	76	(1:54) (Shotgun) D.Culpepper pass to M.Williams to MIN 20 for -4 yards (R.Colvin).	13	10	2002	2002	9	8	CHI	MIN	PASS_COMPLETE
1689	20020908_MIN@CHI	76	2	31	28	MIN	CHI	6	2	14	80	(1:28) (Shotgun) D.Culpepper pass incomplete to R.Moss.	13	10	2002	2002	9	8	CHI	MIN	PASS_INCOMPLETE
1690	20020908_MIN@CHI	77	2	31	26	MIN	CHI	6	3	14	80	(1:26) (Shotgun) D.Culpepper pass to J.Kleinsasser to MIN 30 for 10 yards (T.McMillon).	13	10	2002	2002	9	8	CHI	MIN	PASS_COMPLETE
1691	20020908_MIN@CHI	78	2	31	17	MIN	CHI	6	4	4	70	(1:17) K.Richardson punts 40 yards to CHI 30  Center-B.Liddiard. L.Johnson to CHI 44 for 14 yards (H.Morrow).	13	10	2002	2002	9	8	CHI	MIN	PUNT
1692	20020908_MIN@CHI	79	2	31	7	MIN	CHI	6	1	10	33	(1:07) (Shotgun) J.Miller FUMBLES (Aborted) at CHI 40  RECOVERED by MIN-T.Sawyer at CHI 33. T.Sawyer to CHI 33 for no gain (A.Thomas).	13	10	2002	2002	9	8	CHI	MIN	FUMBLE
1693	20020908_MIN@CHI	80	2	31	1	MIN	CHI	6	1	10	33	(1:01) (Shotgun) D.Culpepper pass to R.Moss for 33 yards  TOUCHDOWN.	13	10	2002	2002	9	8	CHI	MIN	PASS_COMPLETE|TOUCHDOWN
1694	20020908_MIN@CHI	81	2	31	1	MIN	CHI	-1	0	0	33	D.Brien extra point is GOOD  Center-B.Liddiard  Holder-K.Richardson.	13	10	2002	2002	9	8	CHI	MIN	
1695	20020908_MIN@CHI	82	2	31	1	MIN	CHI	-1	0	0	33	D.Brien kicks 70 yards from MIN 30 to CHI 0. R.Abdullah to CHI 27 for 27 yards (A.Wilson).	20	10	2002	2002	9	8	CHI	MIN	KICKOFF
1696	20020908_MIN@CHI	83	2	30	50	CHI	MIN	6	1	10	73	(:50) (Shotgun) J.Miller pass incomplete to M.Robinson.	10	20	2002	2002	9	8	CHI	MIN	PASS_INCOMPLETE
1697	20020908_MIN@CHI	84	2	30	45	CHI	MIN	6	2	10	73	(:45) J.Miller pass to M.Robinson to CHI 37 for 10 yards (E.Kelly). Measurement.	10	20	2002	2002	9	8	CHI	MIN	PASS_COMPLETE
1698	20020908_MIN@CHI	85	2	30	31	CHI	MIN	6	1	10	63	(:31) (Shotgun) J.Miller pass incomplete to D.White.	10	20	2002	2002	9	8	CHI	MIN	PASS_INCOMPLETE
1699	20020908_MIN@CHI	86	2	30	27	CHI	MIN	6	2	10	63	(:27) (Shotgun) J.Miller pass intended for M.Booker INTERCEPTED by W.Offord at MIN 36. W.Offord to MIN 42 for 6 yards (M.Booker).	10	20	2002	2002	9	8	CHI	MIN	INTERCEPTION
1700	20020908_MIN@CHI	87	2	30	17	MIN	CHI	7	1	10	58	(:17) D.Culpepper to MIN 40 for -2 yards. QB took a knee.	20	10	2002	2002	9	8	CHI	MIN	
1701	20020908_MIN@CHI	88	3	30	0	MIN	CHI	-1	0	0	58	D.Brien kicks 70 yards from MIN 30 to CHI 0. L.Johnson to CHI 30 for 30 yards (J.Nelson).	20	10	2002	2002	9	8	CHI	MIN	KICKOFF
1702	20020908_MIN@CHI	89	3	30	0	CHI	MIN	7	1	10	70	(15:00) A.Thomas right guard to CHI 31 for 1 yard (L.Johnstone).	10	20	2002	2002	9	8	CHI	MIN	RUN|RUN_RIGHT
1703	20020908_MIN@CHI	90	3	29	3	CHI	MIN	7	2	9	69	(14:03) J.Miller pass incomplete.	10	20	2002	2002	9	8	CHI	MIN	PASS_INCOMPLETE
1704	20020908_MIN@CHI	91	3	29	0	CHI	MIN	7	3	9	69	(14:00) (Shotgun) J.Miller pass to D.White to CHI 40 for 9 yards (E.Kelly).	10	20	2002	2002	9	8	CHI	MIN	PASS_COMPLETE
1705	20020908_MIN@CHI	92	3	29	0	CHI	MIN	7	1	10	60	(14:00) J.Miller pass to D.White to MIN 40 for 20 yards (R.Bradford).	10	20	2002	2002	9	8	CHI	MIN	PASS_COMPLETE
1706	20020908_MIN@CHI	93	3	29	0	CHI	MIN	7	1	10	40	(14:00) L.Johnson left tackle to MIN 33 for 7 yards (R.Bradford).	10	20	2002	2002	9	8	CHI	MIN	RUN|RUN_LEFT
1707	20020908_MIN@CHI	94	3	26	36	CHI	MIN	7	2	3	33	(11:36) A.Thomas right guard to MIN 22 for 11 yards (H.Crockett).	10	20	2002	2002	9	8	CHI	MIN	RUN|RUN_RIGHT
1708	20020908_MIN@CHI	95	3	26	16	CHI	MIN	7	1	10	22	(11:16) J.Miller pass incomplete to D.White.	10	20	2002	2002	9	8	CHI	MIN	PASS_INCOMPLETE
1709	20020908_MIN@CHI	96	3	26	11	CHI	MIN	7	2	10	22	(11:11) J.Miller pass incomplete to D.White.	10	20	2002	2002	9	8	CHI	MIN	PASS_INCOMPLETE
1710	20020908_MIN@CHI	97	3	26	6	CHI	MIN	7	3	10	22	(11:06) J.Miller sacked at MIN 31 for -9 yards (C.Hovan).	10	20	2002	2002	9	8	CHI	MIN	SACK
1711	20020908_MIN@CHI	98	3	25	33	CHI	MIN	7	4	19	31	(10:33) P.Edinger 49 yard field goal is GOOD  Center-P.Mannelly  Holder-B.Maynard.	10	20	2002	2002	9	8	CHI	MIN	FIELD_GOAL_GOOD
1712	20020908_MIN@CHI	99	3	25	33	CHI	MIN	-1	0	0	31	P.Edinger kicks 70 yards from CHI 30 to end zone  Touchback.	13	20	2002	2002	9	8	CHI	MIN	KICKOFF
1713	20020908_MIN@CHI	100	3	25	28	MIN	CHI	8	1	10	80	(10:28) M.Bennett right end to MIN 23 for 3 yards (B.Robinson). FUMBLES (B.Robinson)  and recovers at MIN 23.	20	13	2002	2002	9	8	CHI	MIN	RUN|RUN_RIGHT|FUMBLE
1714	20020908_MIN@CHI	101	3	25	28	MIN	CHI	8	2	7	77	(10:28) M.Bennett left tackle to MIN 35 for 12 yards (B.Gray  M.Green).	20	13	2002	2002	9	8	CHI	MIN	RUN|RUN_LEFT
1715	20020908_MIN@CHI	102	3	25	28	MIN	CHI	8	1	10	65	(10:28) D.Culpepper pass to R.Moss pushed ob at MIN 42 for 7 yards (T.McMillon).	20	13	2002	2002	9	8	CHI	MIN	PASS_COMPLETE
1716	20020908_MIN@CHI	103	3	23	36	MIN	CHI	8	2	3	58	(8:36) D.Culpepper pass incomplete to D.Chapman.	20	13	2002	2002	9	8	CHI	MIN	PASS_INCOMPLETE
1717	20020908_MIN@CHI	104	3	23	32	MIN	CHI	8	3	3	58	(8:32) D.Culpepper pass to D.Bates to MIN 46 for 4 yards (J.Azumah).	20	13	2002	2002	9	8	CHI	MIN	PASS_COMPLETE
1718	20020908_MIN@CHI	105	3	22	49	MIN	CHI	8	1	10	54	(7:49) M.Bennett left end to CHI 45 for 9 yards (M.Green).	20	13	2002	2002	9	8	CHI	MIN	RUN|RUN_LEFT
1719	20020908_MIN@CHI	106	3	22	49	MIN	CHI	8	2	1	45	(7:49) D.Culpepper pass incomplete to J.Kleinsasser (M.Green). PENALTY on CHI-W.Holdman  Unsportsmanlike Conduct  15 yards  enforced at CHI 45.	20	13	2002	2002	9	8	CHI	MIN	PASS_INCOMPLETE|PENALTY
1720	20020908_MIN@CHI	107	3	21	54	MIN	CHI	8	1	10	30	(6:54) M.Williams left tackle to CHI 29 for 1 yard (T.Washington).	20	13	2002	2002	9	8	CHI	MIN	RUN|RUN_LEFT
1721	20020908_MIN@CHI	108	3	21	13	MIN	CHI	8	2	9	29	(6:13) M.Bennett left end to CHI 33 for -4 yards (W.Holdman).	20	13	2002	2002	9	8	CHI	MIN	RUN|RUN_LEFT
1722	20020908_MIN@CHI	109	3	20	30	MIN	CHI	8	3	13	33	(5:30) D.Culpepper pass intended for D.Alexander INTERCEPTED by R.Austin at CHI 1. R.Austin to CHI 1 for no gain (D.Alexander).	20	13	2002	2002	9	8	CHI	MIN	INTERCEPTION
1723	20020908_MIN@CHI	110	3	20	21	CHI	MIN	8	1	10	98	(5:21) A.Thomas right guard to CHI 8 for 6 yards (K.Mixon).	13	20	2002	2002	9	8	CHI	MIN	RUN|RUN_RIGHT
1724	20020908_MIN@CHI	111	3	19	45	CHI	MIN	8	2	4	92	(4:45) A.Thomas right guard to CHI 10 for 2 yards (P.Chukwurah).	13	20	2002	2002	9	8	CHI	MIN	RUN|RUN_RIGHT
1725	20020908_MIN@CHI	112	3	19	45	CHI	MIN	8	3	2	90	(4:45) J.Miller left end to CHI 15 for 5 yards (W.Offord).	13	20	2002	2002	9	8	CHI	MIN	RUN|RUN_LEFT
1726	20020908_MIN@CHI	113	3	18	20	CHI	MIN	8	1	10	85	(3:20) J.Miller pass to M.Booker to CHI 27 for 12 yards (W.Offord  P.Chukwurah).	13	20	2002	2002	9	8	CHI	MIN	PASS_COMPLETE
1727	20020908_MIN@CHI	114	3	17	44	CHI	MIN	8	1	10	73	(2:44) A.Thomas right guard to CHI 30 for 3 yards (K.Mixon).	13	20	2002	2002	9	8	CHI	MIN	RUN|RUN_RIGHT
1728	20020908_MIN@CHI	115	3	17	9	CHI	MIN	8	2	7	70	(2:09) A.Thomas right guard to CHI 31 for 1 yard (L.Johnstone).	13	20	2002	2002	9	8	CHI	MIN	RUN|RUN_RIGHT
1729	20020908_MIN@CHI	116	3	16	28	CHI	MIN	8	3	6	69	(1:28) (Shotgun) J.Miller pass to D.White to CHI 46 for 15 yards (C.Chavous).	13	20	2002	2002	9	8	CHI	MIN	PASS_COMPLETE
1730	20020908_MIN@CHI	117	3	15	47	CHI	MIN	8	1	10	54	(:47) J.Miller pass to M.Booker pushed ob at MIN 30 for 24 yards (W.Offord).	13	20	2002	2002	9	8	CHI	MIN	PASS_COMPLETE
1731	20020908_MIN@CHI	118	3	15	16	CHI	MIN	8	1	10	30	(:16) A.Thomas right guard to MIN 27 for 3 yards (L.Bromell). PENALTY on CHI-B.Robertson  Offensive Holding  10 yards  enforced at MIN 30 - No Play.	13	20	2002	2002	9	8	CHI	MIN	RUN|RUN_RIGHT|PENALTY|NO_PLAY
1732	20020908_MIN@CHI	119	4	15	0	CHI	MIN	8	1	20	40	(15:00) (Shotgun) A.Thomas right guard to MIN 40 for no gain (C.Hovan).	13	20	2002	2002	9	8	CHI	MIN	RUN|RUN_RIGHT
1733	20020908_MIN@CHI	120	4	14	18	CHI	MIN	8	2	20	40	(14:18) J.Miller pass to M.Booker pushed ob at MIN 27 for 13 yards (E.Kelly).	13	20	2002	2002	9	8	CHI	MIN	PASS_COMPLETE
1734	20020908_MIN@CHI	121	4	13	57	CHI	MIN	8	3	7	27	(13:57) (Shotgun) A.Thomas left end to MIN 25 for 2 yards (H.Crockett). Penalty on CHI-J.Williams  Illegal Formation  declined.	13	20	2002	2002	9	8	CHI	MIN	RUN|RUN_LEFT|PENALTY
1735	20020908_MIN@CHI	122	4	13	36	CHI	MIN	8	4	5	25	(13:36) P.Edinger 43 yard field goal is No Good  Wide Right  Center-P.Mannelly  Holder-B.Maynard.	13	20	2002	2002	9	8	CHI	MIN	FIELD_GOAL_MISSED
1736	20020908_MIN@CHI	123	4	13	31	MIN	CHI	9	1	10	67	(13:31) (Shotgun) D.Chapman left end to MIN 45 for 12 yards (M.Green).	20	13	2002	2002	9	8	CHI	MIN	RUN|RUN_LEFT
1737	20020908_MIN@CHI	124	4	12	55	MIN	CHI	9	1	10	55	(12:55) D.Culpepper left end pushed ob at CHI 48 for 7 yards (B.Urlacher).	20	13	2002	2002	9	8	CHI	MIN	RUN|RUN_LEFT
1738	20020908_MIN@CHI	125	4	12	28	MIN	CHI	9	2	3	48	(12:28) D.Chapman right end to CHI 38 for 10 yards (B.Urlacher).	20	13	2002	2002	9	8	CHI	MIN	RUN|RUN_RIGHT
1739	20020908_MIN@CHI	126	4	11	43	MIN	CHI	9	1	10	38	(11:43) D.Chapman right tackle to CHI 37 for 1 yard (T.Washington).	20	13	2002	2002	9	8	CHI	MIN	RUN|RUN_RIGHT
1740	20020908_MIN@CHI	127	4	11	1	MIN	CHI	9	2	9	37	(11:01) D.Culpepper pass to R.Moss pushed ob at CHI 28 for 9 yards (B.Knight). Measurement.	20	13	2002	2002	9	8	CHI	MIN	PASS_COMPLETE
1741	20020908_MIN@CHI	128	4	10	28	MIN	CHI	9	1	10	28	(10:28) D.Chapman right end to CHI 19 for 9 yards (M.Brown).	20	13	2002	2002	9	8	CHI	MIN	RUN|RUN_RIGHT
1742	20020908_MIN@CHI	129	4	9	50	MIN	CHI	9	2	1	19	(9:50) D.Culpepper pass incomplete to M.Williams.	20	13	2002	2002	9	8	CHI	MIN	PASS_INCOMPLETE
1743	20020908_MIN@CHI	130	4	9	45	MIN	CHI	9	3	1	19	(9:45) D.Culpepper right end to CHI 24 for -5 yards (R.Colvin).	20	13	2002	2002	9	8	CHI	MIN	RUN|RUN_RIGHT
1744	20020908_MIN@CHI	131	4	9	12	MIN	CHI	9	4	6	24	(9:12) D.Brien 42 yard field goal is GOOD  Center-B.Liddiard  Holder-K.Richardson.	20	13	2002	2002	9	8	CHI	MIN	FIELD_GOAL_GOOD
1745	20020908_MIN@CHI	132	4	9	12	MIN	CHI	-1	0	0	24	D.Brien kicks 65 yards from MIN 30 to CHI 5. L.Johnson to CHI 22 for 17 yards (J.Brewer).	23	13	2002	2002	9	8	CHI	MIN	KICKOFF
1746	20020908_MIN@CHI	133	4	9	2	CHI	MIN	9	1	10	78	(9:02) J.Miller pass to M.Booker pushed ob at MIN 24 for 54 yards (C.Chavous).	13	23	2002	2002	9	8	CHI	MIN	PASS_COMPLETE
1747	20020908_MIN@CHI	134	4	8	27	CHI	MIN	9	1	10	24	(8:27) J.Miller pass to A.Thomas to MIN 19 for 5 yards (J.Nelson).	13	23	2002	2002	9	8	CHI	MIN	PASS_COMPLETE
1748	20020908_MIN@CHI	135	4	8	27	CHI	MIN	9	2	5	19	(8:27) A.Thomas right guard to MIN 8 for 11 yards (P.Chukwurah  R.Bradford).	13	23	2002	2002	9	8	CHI	MIN	RUN|RUN_RIGHT
1749	20020908_MIN@CHI	136	4	7	0	CHI	MIN	9	1	8	8	(7:00) A.Thomas right guard to MIN 1 for 7 yards (W.Offord).	13	23	2002	2002	9	8	CHI	MIN	RUN|RUN_RIGHT
1750	20020908_MIN@CHI	137	4	6	15	CHI	MIN	9	2	1	1	(6:15) A.Thomas right tackle for 1 yard  TOUCHDOWN.	13	23	2002	2002	9	8	CHI	MIN	RUN|RUN_RIGHT|TOUCHDOWN
1751	20020908_MIN@CHI	138	4	6	15	CHI	MIN	-1	0	0	1	P.Edinger extra point is GOOD  Center-P.Mannelly  Holder-B.Maynard.	13	23	2002	2002	9	8	CHI	MIN	
